Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
ZSWIM4	ENST00000254323.2	zinc finger, SWIM-type containing 4 	13	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0072	0.0514	0.3053	-0.18	-0.18	0.62	2009, 2011
ERBB4	ENST00000342788.4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4 	27	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0601	0.3411	1.0607	-0.18	-0.18	0.93	2007, 2009, 2011
MYO5A	ENST00000399231.3	myosin VA (heavy chain 12, myoxin) 	573	1	1	0	0	0	0	0	0	2	hsa-miR-199a-5p	0.0528	0.2670	0.7660	-0.18	-0.35	0.87	2011
ZBTB8A	ENST00000316459.4	zinc finger and BTB domain containing 8A 	287	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0124	0.0860	0.4477	-0.18	-0.18	0.56	2009, 2011
GBP1	ENST00000370473.4	guanylate binding protein 1, interferon-inducible 	40	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0108	0.0691	0.2583	-0.17	-0.43	0.21	NULL
PCYOX1	ENST00000264441.5	prenylcysteine oxidase 1 	407	1	1	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0211	0.1183	0.4051	-0.17	-0.62	0.72	2009, 2011
PAOX	ENST00000368539.4	polyamine oxidase (exo-N4-amino) 	264	1	0	0	1	0	0	0	0	1	hsa-miR-199a-5p	0.0044	0.0318	0.2095	-0.17	-0.17	< 0.1	NULL
SLC35E4	ENST00000343605.4	solute carrier family 35, member E4 	15	1	0	0	1	0	0	0	0	0	hsa-miR-199b-5p	0.0075	0.0534	0.3088	-0.17	-0.17	0.71	2009, 2011
SH3PXD2A	ENST00000369774.4	SH3 and PX domains 2A 	152	1	0	1	0	2	0	1	1	2	hsa-miR-199a-5p	0.0219	0.1572	0.9647	-0.17	-0.20	0.85	2007, 2009, 2011
WBP11	ENST00000261167.2	WW domain binding protein 11 	130	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0017	0.0126	0.0858	-0.17	-0.17	0.73	2011
PLEKHH1	ENST00000329153.5	pleckstrin homology domain containing, family H (with MyTH4 domain) member 1 	125	1	1	0	0	0	0	0	0	1	hsa-miR-199a-5p	0.0211	0.1456	0.7526	-0.17	-0.17	0.68	2005, 2007, 2009, 2011
MGAT3	ENST00000341184.6	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase 	9	1	0	1	0	1	0	0	1	0	hsa-miR-199a-5p	0.0193	0.1289	0.5688	-0.17	-0.17	0.50	2009, 2011
RPS6KA5	ENST00000261991.3	ribosomal protein S6 kinase, 90kDa, polypeptide 5 	64	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0102	0.0723	0.4132	-0.17	-0.17	0.46	2005, 2007
CRYBB3	ENST00000404334.1	crystallin, beta B3 	10	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0017	0.0125	0.0857	-0.17	-0.17	< 0.1	NULL
TMEM123	ENST00000361236.3	transmembrane protein 123 	2135	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0053	0.0375	0.2229	-0.17	-0.17	0.53	2009, 2011
RGMB	ENST00000308234.7	RGM domain family, member B 	6087	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0204	0.1340	0.5695	-0.17	-0.21	0.71	2009, 2011
MFHAS1	ENST00000276282.6	malignant fibrous histiocytoma amplified sequence 1 	130	1	0	1	0	1	0	0	1	0	hsa-miR-199a-5p	0.0120	0.0840	0.4479	-0.17	-0.23	0.76	2007, 2009, 2011
JAG1	ENST00000254958.5	jagged 1 	421	1	0	1	0	1	0	0	1	0	hsa-miR-199b-5p	0.0101	0.0711	0.3906	-0.17	-0.29	0.62	2009, 2011
STOX2	ENST00000308497.4	storkhead box 2 	379	1	0	1	0	0	0	0	0	1	hsa-miR-199a-5p	0.0193	0.1378	0.8288	-0.17	-0.17	0.66	NULL
SLC35A3	ENST00000465289.1	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3 	191	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0095	0.0633	0.2708	-0.17	-0.32	0.42	NULL
PDE7A	ENST00000401827.3	phosphodiesterase 7A 	84	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0199	0.1323	0.5750	-0.17	-0.17	0.56	NULL
YAF2	ENST00000327791.4	YY1 associated factor 2 	413	1	0	1	0	0	0	0	0	1	hsa-miR-199a-5p	0.0133	0.0837	0.2964	-0.17	-0.36	0.97	2005, 2007, 2009, 2011
MPP5	ENST00000261681.4	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5) 	354	1	1	0	0	0	0	0	0	1	hsa-miR-199b-5p	0.0535	0.2336	0.5624	-0.17	-0.44	0.91	2005, 2007, 2009, 2011
STON2	ENST00000267540.2	stonin 2 	40	1	0	1	0	1	0	1	0	2	hsa-miR-199b-5p	0.0243	0.1701	0.9363	-0.17	-0.23	0.97	NULL
FAM126B	ENST00000418596.3	family with sequence similarity 126, member B 	132	2	1	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0386	0.2371	0.9855	-0.17	-0.63	0.79	2011
TERF2	ENST00000254942.3	telomeric repeat binding factor 2 	709	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0146	0.0999	0.4808	-0.16	-0.17	0.53	NULL
MAP3K5	ENST00000359015.4	mitogen-activated protein kinase kinase kinase 5 	46	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0154	0.1111	0.6979	-0.16	-0.16	0.46	2005, 2007
ZNF704	ENST00000327835.3	zinc finger protein 704 	124	2	2	0	0	3	0	2	1	1	hsa-miR-199b-5p	0.0332	0.2060	0.8275	-0.16	-0.65	0.77	2011
ZNF710	ENST00000268154.4	zinc finger protein 710 	5	1	1	0	0	0	0	0	0	2	hsa-miR-199a-5p	0.0219	0.1426	0.5731	-0.16	-0.16	0.36	2009, 2011
POU3F1	ENST00000373012.2	POU class 3 homeobox 1 	9	1	0	1	0	0	0	0	0	0	hsa-miR-199b-5p	0.0076	0.0546	0.3294	-0.16	-0.16	0.31	2011
BTBD9	ENST00000314100.6	BTB (POZ) domain containing 9 	65	1	1	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0104	0.0732	0.4030	-0.16	-0.17	0.63	2009, 2011
LRP4	ENST00000378623.1	low density lipoprotein receptor-related protein 4 	152	1	0	0	1	0	0	0	0	1	hsa-miR-199a-5p	0.0081	0.0581	0.3696	-0.16	-0.16	0.77	2005, 2007, 2009, 2011
KPNB1	ENST00000290158.4	karyopherin (importin) beta 1 	465	1	0	0	1	0	0	0	0	1	hsa-miR-199a-5p	0.0055	0.0405	0.2786	-0.16	-0.16	0.60	2005, 2007, 2009, 2011
PBRM1	ENST00000356770.4	polybromo 1 	689	1	0	0	1	0	0	0	0	1	hsa-miR-199a-5p	0.0154	0.1069	0.5592	-0.16	-0.16	0.44	2007, 2009, 2011
ABCA1	ENST00000374736.3	ATP-binding cassette, sub-family A (ABC1), member 1 	184	1	0	0	1	0	0	0	0	1	hsa-miR-199a-5p	0.0318	0.2055	0.8634	-0.16	-0.17	0.79	2005, 2007, 2009, 2011
NFE2L1	ENST00000585291.1	nuclear factor, erythroid 2-like 1 	1605	1	0	1	0	2	0	2	0	5	hsa-miR-199a-5p	0.0160	0.1148	0.7004	-0.16	-0.18	0.56	2005, 2007, 2011
RIMS1	ENST00000348717.5	regulating synaptic membrane exocytosis 1 	45	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0124	0.0880	0.5200	-0.15	-0.15	0.53	2007, 2009, 2011
E2F3	ENST00000346618.3	E2F transcription factor 3 	91	1	1	0	0	0	0	0	0	1	hsa-miR-199a-5p	0.0138	0.0961	0.4999	-0.15	-0.15	0.42	2009, 2011
ATXN3	ENST00000545170.1	ataxin 3 	115	2	1	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0213	0.1407	0.6173	-0.15	-0.41	0.88	2011
C18orf25	ENST00000282059.6	chromosome 18 open reading frame 25 	688	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0164	0.1075	0.4329	-0.15	-0.20	0.77	2005, 2007, 2009, 2011
ARIH2	ENST00000356401.4	ariadne RBR E3 ubiquitin protein ligase 2 	938	1	0	1	0	1	0	0	1	0	hsa-miR-199a-5p	0.0087	0.0625	0.3770	-0.15	-0.16	0.52	2005, 2007, 2009, 2011
HOXB6	ENST00000484302.2	homeobox B6 	12	1	0	0	1	0	0	0	0	1	hsa-miR-199b-5p	0.0058	0.0413	0.2425	-0.15	-0.15	0.63	2005, 2007, 2009, 2011
TENM2	ENST00000519204.1	teneurin transmembrane protein 2 	162	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0184	0.1264	0.6391	-0.15	-0.15	0.45	2007
RB1	ENST00000267163.4	retinoblastoma 1 	1891	1	0	1	0	0	0	0	0	0	hsa-miR-199b-5p	0.0146	0.0995	0.4639	-0.15	-0.15	0.29	NULL
NAA15	ENST00000296543.5	N(alpha)-acetyltransferase 15, NatA auxiliary subunit 	546	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0145	0.1010	0.5268	-0.15	-0.15	0.61	2005, 2007, 2009, 2011
RAD51L3-RFFL	ENST00000593039.1	Uncharacterized protein  	670	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0041	0.0294	0.1844	-0.15	-0.18	0.40	NULL
USP46	ENST00000441222.3	ubiquitin specific peptidase 46 	180	1	0	0	1	2	0	2	0	2	hsa-miR-199b-5p	0.0121	0.0852	0.4801	-0.15	-0.20	0.62	2009, 2011
WAPAL	ENST00000298767.5	wings apart-like homolog (Drosophila) 	185	1	0	1	0	0	0	0	0	1	hsa-miR-199a-5p	0.0195	0.1294	0.5730	-0.15	-0.18	0.47	2007, 2009, 2011
MIOS	ENST00000340080.4	missing oocyte, meiosis regulator, homolog (Drosophila) 	77	1	1	0	0	0	0	0	0	1	hsa-miR-199a-5p	0.0090	0.0640	0.3741	-0.15	-0.26	0.26	NULL
ADAMTS5	ENST00000284987.5	ADAM metallopeptidase with thrombospondin type 1 motif, 5 	68	1	0	1	0	1	0	1	0	1	hsa-miR-199b-5p	0.0407	0.2724	1.3075	-0.15	-0.26	0.32	NULL
PHTF2	ENST00000416283.2	putative homeodomain transcription factor 2 	1730	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0145	0.1012	0.5368	-0.15	-0.15	0.36	2011
RNMTL1	ENST00000304478.4	RNA methyltransferase like 1 	1736	1	0	1	0	1	1	0	0	1	hsa-miR-199a-5p	0.0061	0.0442	0.2869	-0.15	-0.52	0.32	NULL
BRD7	ENST00000394688.3	bromodomain containing 7 	349	2	1	1	0	1	0	1	0	0	hsa-miR-199a-5p	0.0136	0.0898	0.4006	-0.15	-0.64	0.59	NULL
ATP1A2	ENST00000361216.3	ATPase, Na+/K+ transporting, alpha 2 polypeptide 	5	1	0	0	1	0	0	0	0	1	hsa-miR-199a-5p	0.0165	0.1132	0.5692	-0.15	-0.15	0.42	NULL
CDH2	ENST00000269141.3	cadherin 2, type 1, N-cadherin (neuronal) 	1230	1	0	1	0	0	0	0	0	1	hsa-miR-199a-5p	0.0154	0.1078	0.5843	-0.15	-0.16	0.37	NULL
MANEAL	ENST00000397631.3	mannosidase, endo-alpha-like 	381	1	1	0	0	2	0	1	1	0	hsa-miR-199a-5p	0.0134	0.0819	0.3051	-0.15	-0.69	0.49	NULL
REEP2	ENST00000254901.5	receptor accessory protein 2 	606	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0035	0.0259	0.1801	-0.15	-0.15	0.45	2009, 2011
PAK4	ENST00000599386.1	p21 protein (Cdc42/Rac)-activated kinase 4 	130	1	0	0	1	0	0	0	0	2	hsa-miR-199a-5p	0.0073	0.0517	0.2911	-0.14	-0.14	0.76	2011
R3HDM1	ENST00000264160.4	R3H domain containing 1 	195	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0040	0.0288	0.1859	-0.14	-0.14	0.41	NULL
ST6GAL1	ENST00000169298.3	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1 	549	1	0	1	0	0	0	0	0	3	hsa-miR-199a-5p	0.0085	0.0612	0.3859	-0.14	-0.21	0.67	2005, 2007, 2009, 2011
RFFL	ENST00000315249.7	ring finger and FYVE-like domain containing E3 ubiquitin protein ligase 	670	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0041	0.0298	0.1871	-0.14	-0.17	0.40	NULL
ARHGAP19	ENST00000358531.4	Rho GTPase activating protein 19 	1051	1	0	0	1	0	0	0	0	1	hsa-miR-199a-5p	0.0084	0.0593	0.3268	-0.14	-0.14	0.58	2009, 2011
SMARCE1	ENST00000377808.4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 	252	1	0	1	0	1	0	1	0	1	hsa-miR-199b-5p	0.0048	0.0348	0.2173	-0.14	-0.18	< 0.1	NULL
ZNF512B	ENST00000369888.1	zinc finger protein 512B 	8	1	1	0	0	0	0	0	0	4	hsa-miR-199a-5p	0.0359	0.2286	0.8989	-0.14	-0.14	0.86	2007, 2009, 2011
WNT7B	ENST00000339464.4	wingless-type MMTV integration site family, member 7B 	40	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0106	0.0735	0.3816	-0.14	-0.14	0.71	2011
ZEB1	ENST00000361642.5	zinc finger E-box binding homeobox 1 	59	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0114	0.0796	0.4251	-0.14	-0.14	0.31	NULL
ULK3	ENST00000440863.2	unc-51 like kinase 3 	22	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0142	0.0967	0.4576	-0.14	-0.14	0.40	NULL
MTMR3	ENST00000333027.3	myotubularin related protein 3 	123	1	0	0	1	1	0	1	0	0	hsa-miR-199b-5p	0.0092	0.0653	0.3887	-0.14	-0.15	0.77	2005, 2007, 2009, 2011
CDH8	ENST00000584337.1	cadherin 8, type 2 	11	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0147	0.0904	0.3006	-0.13	-0.31	0.86	NULL
RANBP10	ENST00000317506.3	RAN binding protein 10 	140	1	0	1	0	0	0	0	0	2	hsa-miR-199a-5p	0.0065	0.0461	0.2684	-0.13	-0.14	0.52	2005, 2007, 2009, 2011
WNK3	ENST00000375169.3	WNK lysine deficient protein kinase 3 	55	1	0	1	0	0	0	0	0	0	hsa-miR-199b-5p	0.0289	0.1878	0.7806	-0.13	-0.13	0.55	2005, 2007, 2009, 2011
KIT	ENST00000288135.5	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog 	329	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0073	0.0521	0.3002	-0.13	-0.13	0.63	2011
KIAA0355	ENST00000299505.6	KIAA0355 	538	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0180	0.1141	0.4216	-0.13	-0.22	0.77	2005, 2007, 2009, 2011
CRIM1	ENST00000280527.2	cysteine rich transmembrane BMP regulator 1 (chordin-like) 	4842	1	0	0	1	0	0	0	0	2	hsa-miR-199a-5p	0.0071	0.0514	0.3417	-0.13	-0.13	0.49	NULL
CBL	ENST00000264033.4	Cbl proto-oncogene, E3 ubiquitin protein ligase 	309	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0234	0.1582	0.7598	-0.13	-0.13	0.73	2011
SRSF1	ENST00000258962.4	serine/arginine-rich splicing factor 1 	1430	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0042	0.0302	0.1913	-0.13	-0.16	0.81	2005, 2007, 2009, 2011
MEF2D	ENST00000464356.2	myocyte enhancer factor 2D 	759	1	0	0	1	1	0	1	0	1	hsa-miR-199a-5p	0.0126	0.0874	0.4513	-0.12	-0.20	0.53	2009, 2011
POGK	ENST00000367875.1	pogo transposable element with KRAB domain 	377	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0117	0.0792	0.3701	-0.12	-0.15	0.64	2005, 2007, 2009, 2011
SP2	ENST00000376741.4	Sp2 transcription factor 	779	1	0	1	0	2	0	2	0	2	hsa-miR-199b-5p	0.0046	0.0337	0.2356	-0.12	-0.17	0.48	NULL
COL8A1	ENST00000261037.3	collagen, type VIII, alpha 1 	601	1	0	0	1	0	0	0	0	1	hsa-miR-199a-5p	0.0047	0.0341	0.2204	-0.12	-0.12	0.41	NULL
CD276	ENST00000318443.5	CD276 molecule 	186	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0072	0.0516	0.3183	-0.12	-0.12	0.38	2011
CSRNP2	ENST00000228515.1	cysteine-serine-rich nuclear protein 2 	104	1	0	1	0	1	0	0	1	0	hsa-miR-199a-5p	0.0026	0.0188	0.1308	-0.12	-0.14	0.41	2009, 2011
GANAB	ENST00000346178.4	glucosidase, alpha; neutral AB 	539	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0096	0.0673	0.3556	-0.12	-0.13	0.55	2007, 2009, 2011
ZNF226	ENST00000588883.1	zinc finger protein 226 	327	4	3	1	0	2	0	1	1	0	hsa-miR-199a-5p	0.0022	0.0162	0.1044	-0.12	-0.89	< 0.1	NULL
ATP2B2	ENST00000352432.4	ATPase, Ca++ transporting, plasma membrane 2 	170	1	0	1	0	0	0	0	0	3	hsa-miR-199a-5p	0.0206	0.1407	0.6915	-0.12	-0.12	0.31	2005, 2007
AL590483.1	ENST00000598000.1	Uncharacterized protein; cDNA FLJ42623 fis, clone BRACE3015894  	5	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0071	0.0507	0.2983	-0.12	-0.12	0.71	NULL
ARID2	ENST00000457135.1	AT rich interactive domain 2 (ARID, RFX-like) 	891	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0055	0.0395	0.2335	-0.12	-0.12	0.61	2005, 2007, 2009, 2011
MAX	ENST00000284165.6	MYC associated factor X 	51	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0047	0.0341	0.2262	-0.12	-0.12	< 0.1	NULL
HAS2	ENST00000303924.4	hyaluronan synthase 2 	398	1	0	0	1	1	0	1	0	0	hsa-miR-199a-5p	0.0053	0.0382	0.2463	-0.12	-0.29	0.61	NULL
BCL7A	ENST00000538010.1	B-cell CLL/lymphoma 7A 	96	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0079	0.0563	0.3396	-0.12	-0.15	0.43	2005, 2007
NFYA	ENST00000341376.6	nuclear transcription factor Y, alpha 	177	1	0	0	1	1	0	1	0	2	hsa-miR-199a-5p	0.0050	0.0363	0.2504	-0.12	-0.21	0.58	2011
KLF12	ENST00000377669.2	Kruppel-like factor 12 	251	1	0	1	0	0	0	0	0	1	hsa-miR-199a-5p	0.0104	0.0744	0.4565	-0.11	-0.11	0.42	2005, 2007, 2009, 2011
NIPAL3	ENST00000003912.3	NIPA-like domain containing 3 	775	1	0	1	0	0	0	0	0	1	hsa-miR-199a-5p	0.0067	0.0488	0.3134	-0.11	-0.14	0.35	2011
TXNRD1	ENST00000378070.4	thioredoxin reductase 1 	1255	1	0	1	0	0	0	0	0	1	hsa-miR-199a-5p	0.0061	0.0441	0.2728	-0.11	-0.11	0.44	NULL
PPM1B	ENST00000409432.3	protein phosphatase, Mg2+/Mn2+ dependent, 1B 	321	1	0	1	0	0	0	0	0	0	hsa-miR-199b-5p	0.0034	0.0248	0.1604	-0.11	-0.11	0.34	2011
CTNNA2	ENST00000496558.1	catenin (cadherin-associated protein), alpha 2 	5	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0019	0.0140	0.1001	-0.11	-0.11	0.50	NULL
CEP72	ENST00000444221.1	centrosomal protein 72kDa 	230	1	0	0	1	1	0	1	0	0	hsa-miR-199a-5p	0.0036	0.0259	0.1680	-0.11	-0.27	< 0.1	NULL
UBN2	ENST00000473989.3	ubinuclein 2 	238	2	0	1	1	0	0	0	0	2	hsa-miR-199a-5p	0.0300	0.2033	1.0069	-0.11	-0.11	0.71	2009, 2011
CDC73	ENST00000367435.3	cell division cycle 73 	579	1	0	1	0	0	0	0	0	1	hsa-miR-199b-5p	0.0290	0.1464	0.3975	-0.11	-0.38	0.85	2011
SP1	ENST00000426431.2	Sp1 transcription factor 	402	1	0	1	0	1	0	0	1	0	hsa-miR-199a-5p	0.0119	0.0837	0.4620	-0.11	-0.24	0.49	2009, 2011
EXTL3	ENST00000220562.4	exostosin-like glycosyltransferase 3 	358	1	0	1	0	1	0	1	0	3	hsa-miR-199a-5p	0.0151	0.1093	0.7169	-0.10	-0.10	0.53	2009, 2011
ZNF738	ENST00000380870.4	zinc finger protein 738 	28	1	0	0	1	1	0	1	0	0	hsa-miR-199b-5p	0.0040	0.0287	0.1781	-0.10	-0.29	0.43	NULL
CCDC176	ENST00000394009.3	coiled-coil domain containing 176 	61	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0048	0.0345	0.2173	-0.10	-0.10	< 0.1	2007
NUFIP2	ENST00000225388.4	nuclear fragile X mental retardation protein interacting protein 2 	440	1	0	0	1	0	0	0	0	1	hsa-miR-199a-5p	0.0042	0.0305	0.1959	-0.10	-0.12	0.59	2007, 2009, 2011
GPR124	ENST00000315215.7	G protein-coupled receptor 124 	72	1	0	0	1	0	0	0	0	1	hsa-miR-199b-5p	0.0077	0.0542	0.3075	-0.10	-0.10	0.73	2005, 2007, 2009, 2011
KLHL6	ENST00000341319.3	kelch-like family member 6 	5	1	0	0	1	0	0	0	0	1	hsa-miR-199a-5p	0.0061	0.0436	0.2703	-0.10	-0.10	0.53	2009, 2011
CEP85L	ENST00000368491.3	centrosomal protein 85kDa-like 	14	1	0	0	1	0	0	0	0	2	hsa-miR-199a-5p	0.0101	0.0722	0.4322	-0.10	-0.20	0.79	2011
PPP1R12A	ENST00000261207.5	protein phosphatase 1, regulatory subunit 12A 	276	1	0	0	1	0	0	0	0	0	hsa-miR-199b-5p	0.0051	0.0364	0.2189	-0.10	-0.10	0.45	2005, 2007, 2009, 2011
ACVR2B	ENST00000352511.4	activin A receptor, type IIB 	21	3	2	1	0	1	0	0	1	2	hsa-miR-199a-5p	0.0294	0.1899	0.7898	-0.10	-0.23	0.98	2007, 2009, 2011
LASP1	ENST00000318008.6	LIM and SH3 protein 1 	552	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0097	0.0687	0.3949	-0.10	-0.10	0.30	NULL
GRIK3	ENST00000373091.3	glutamate receptor, ionotropic, kainate 3 	7	1	0	1	0	0	0	0	0	1	hsa-miR-199a-5p	0.0223	0.1544	0.8121	-0.10	-0.10	0.57	2009, 2011
MBD5	ENST00000407073.1	methyl-CpG binding domain protein 5 	7	1	1	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0148	0.0885	0.3374	-0.10	-0.48	0.45	NULL
PURA	ENST00000331327.3	purine-rich element binding protein A 	367	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0115	0.0764	0.3324	-0.10	-0.18	0.49	2011
HEATR3	ENST00000299192.7	HEAT repeat containing 3 	119	1	0	0	1	0	0	0	0	0	hsa-miR-199b-5p	0.0097	0.0646	0.2827	-0.10	-0.20	0.42	NULL
MAPK4	ENST00000592595.1	mitogen-activated protein kinase 4 	77	1	0	0	1	0	0	0	0	3	hsa-miR-199a-5p	0.0068	0.0495	0.3311	-0.09	-0.10	< 0.1	NULL
PRDM16	ENST00000511072.1	PR domain containing 16 	64	1	0	0	1	1	0	0	1	0	hsa-miR-199a-5p	0.0102	0.0696	0.3533	-0.09	-0.14	0.75	2009, 2011
MAP2	ENST00000360351.4	microtubule-associated protein 2 	68	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0134	0.0959	0.5842	-0.09	-0.12	0.33	NULL
KIAA2018	ENST00000316407.4	KIAA2018 	23	1	0	1	0	0	0	0	0	0	hsa-miR-199b-5p	0.0264	0.1779	0.8521	-0.09	-0.09	0.33	2007, 2009, 2011
RBM24	ENST00000379052.5	RNA binding motif protein 24 	43	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0123	0.0868	0.4858	-0.09	-0.31	0.56	2005, 2007, 2009, 2011
DLC1	ENST00000276297.4	deleted in liver cancer 1 	970	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0117	0.0826	0.4810	-0.09	-0.12	0.73	2005, 2007, 2009, 2011
KLHL3	ENST00000541417.1	kelch-like family member 3 	40	1	0	1	0	0	0	0	0	1	hsa-miR-199a-5p	0.0165	0.1183	0.7208	-0.09	-0.10	0.44	2005, 2007, 2009, 2011
TIMM10	ENST00000257245.4	translocase of inner mitochondrial membrane 10 homolog (yeast) 	2518	1	1	0	0	0	0	0	0	1	hsa-miR-199a-5p	0.0040	0.0250	0.0877	-0.09	-0.77	0.50	2009, 2011
TMEM178B	ENST00000565468.1	transmembrane protein 178B 	129	1	0	0	1	0	0	0	0	6	hsa-miR-199a-5p	0.0121	0.0877	0.5808	-0.09	-0.09	0.62	2011
UBQLN4	ENST00000368309.3	ubiquilin 4 	5	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0020	0.0150	0.1049	-0.09	-0.09	0.37	2011
RANBP3	ENST00000439268.2	RAN binding protein 3 	908	1	0	1	0	2	1	0	1	2	hsa-miR-199a-5p	0.0049	0.0348	0.2123	-0.09	-0.29	0.39	2009, 2011
PLXND1	ENST00000393239.1	plexin D1 	211	1	1	0	0	1	0	1	0	1	hsa-miR-199a-5p	0.0158	0.1002	0.4297	-0.08	-0.26	0.89	2005, 2007, 2009, 2011
HDLBP	ENST00000391975.1	high density lipoprotein binding protein 	1755	1	1	0	0	0	0	0	0	0	hsa-miR-199b-5p	0.0144	0.0797	0.2401	-0.08	-0.43	0.93	2007, 2009, 2011
RIN2	ENST00000255006.6	Ras and Rab interactor 2 	539	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0043	0.0309	0.2012	-0.08	-0.10	0.31	NULL
FBXO9	ENST00000244426.6	F-box protein 9 	904	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0023	0.0165	0.1056	-0.08	-0.15	0.46	2009, 2011
ARHGAP20	ENST00000260283.4	Rho GTPase activating protein 20 	85	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0061	0.0440	0.2788	-0.08	-0.08	0.47	2011
CSNK1D	ENST00000392334.2	casein kinase 1, delta 	1799	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0024	0.0175	0.1169	-0.08	-0.08	< 0.1	NULL
SPRED3	ENST00000587013.1	sprouty-related, EVH1 domain containing 3 	42	1	0	0	1	1	0	0	1	0	hsa-miR-199a-5p	0.0049	0.0355	0.2409	-0.08	-0.19	0.44	NULL
AKAP13	ENST00000394518.2	A kinase (PRKA) anchor protein 13 	53	1	1	0	0	0	0	0	0	2	hsa-miR-199a-5p	0.0212	0.1469	0.7708	-0.08	-0.08	0.20	2011
SLC46A1	ENST00000440501.1	solute carrier family 46 (folate transporter), member 1 	580	1	0	1	0	0	0	0	0	4	hsa-miR-199a-5p	0.0110	0.0795	0.5170	-0.08	-0.09	0.29	NULL
